library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,21,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/compute_dp_sgd_privacy_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,74,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,80,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,23,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,26,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,47,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,49,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,55,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,67,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,83,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,85,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,88,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,89,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,98,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/privacy_ledger_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_heterogenous_rdp,rdp_accountant.compute_heterogenous_rdp,74,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,80,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,84,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,87,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,91,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant._compute_log_a,rdp_accountant._compute_log_a,113,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,119,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,120,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,127,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,128,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,137,vijay-khanna/data-science-on-aws-sagemaker/07_train/wip/privacy/tensorflow_privacy/privacy/analysis/rdp_accountant_test.py,privacy,Privacy,vijay-khanna/data-science-on-aws-sagemaker
