,library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
491,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,182,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py,privacy,Privacy,aws-ds-NLP-BERT
493,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.MembershipInferenceTrainingHook,MembershipInferenceTrainingHook,100,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py,privacy,Privacy,aws-ds-NLP-BERT
494,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,105,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py,privacy,Privacy,aws-ds-NLP-BERT
495,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_on_tf_estimator_model,run_attack_on_tf_estimator_model,134,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py,privacy,Privacy,aws-ds-NLP-BERT
496,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,137,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py,privacy,Privacy,aws-ds-NLP-BERT
497,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,140,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py,privacy,Privacy,aws-ds-NLP-BERT
499,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.calculate_losses,tf_estimator_evaluation.calculate_losses,55,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
500,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.calculate_losses,tf_estimator_evaluation.calculate_losses,61,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
501,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_helper,tf_estimator_evaluation.run_attack_helper,69,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
502,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,77,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
503,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_on_tf_estimator_model,tf_estimator_evaluation.run_attack_on_tf_estimator_model,89,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
504,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,96,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,privacy,Privacy,aws-ds-NLP-BERT
505,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,55,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_tensorboard.py,privacy,Privacy,aws-ds-NLP-BERT
506,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,32,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,privacy,Privacy,aws-ds-NLP-BERT
507,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,47,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,privacy,Privacy,aws-ds-NLP-BERT
508,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,56,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,privacy,Privacy,aws-ds-NLP-BERT
509,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss_from_logits,utils.log_loss_from_logits,67,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,privacy,Privacy,aws-ds-NLP-BERT
514,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,218,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py,privacy,Privacy,aws-ds-NLP-BERT
515,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,222,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py,privacy,Privacy,aws-ds-NLP-BERT
516,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,45,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
517,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,46,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
518,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,74,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
519,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,75,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
520,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,98,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
521,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,99,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,privacy,Privacy,aws-ds-NLP-BERT
522,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,47,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_keras.py,privacy,Privacy,aws-ds-NLP-BERT
527,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,51,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
528,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,52,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
529,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,80,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
530,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,81,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
531,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,104,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
532,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,105,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
533,tensorflow_privacy.privacy.optimizers.dp_optimizer.make_optimizer_class,dp_optimizer.make_optimizer_class,130,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
534,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,146,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
535,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,147,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
536,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentOptimizer,dp_optimizer.DPGradientDescentOptimizer,148,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
537,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,190,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
538,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,191,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
539,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,245,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
540,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,272,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
541,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,273,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
542,tensorflow_privacy.privacy.optimizers.dp_optimizer.make_gaussian_optimizer_class,dp_optimizer.make_gaussian_optimizer_class,313,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
543,tensorflow_privacy.privacy.optimizers.dp_optimizer.make_gaussian_optimizer_class,dp_optimizer.make_gaussian_optimizer_class,318,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,privacy,Privacy,aws-ds-NLP-BERT
547,tensorflow_privacy.privacy.optimizers.dp_optimizer_vectorized.make_vectorized_optimizer_class,dp_optimizer_vectorized.make_vectorized_optimizer_class,116,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_vectorized_test.py,privacy,Privacy,aws-ds-NLP-BERT
548,tensorflow_privacy.privacy.optimizers.dp_optimizer_vectorized.VectorizedDPSGD,VectorizedDPSGD,132,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_vectorized_test.py,privacy,Privacy,aws-ds-NLP-BERT
549,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,21,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\bolton_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
550,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,losses.StrongConvexBinaryCrossentropy,26,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\bolton_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
551,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,losses.StrongConvexBinaryCrossentropy,81,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\bolton_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
552,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,82,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\bolton_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
554,tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,82,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\lm_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
555,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,dp_optimizer.DPAdamGaussianOptimizer,86,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\lm_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
556,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,152,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\lm_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
557,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,157,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\lm_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
558,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,56,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
559,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,119,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
561,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,39,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_eager.py,privacy,Privacy,aws-ds-NLP-BERT
562,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,44,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_eager.py,privacy,Privacy,aws-ds-NLP-BERT
563,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,DPGradientDescentGaussianOptimizer,84,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_eager.py,privacy,Privacy,aws-ds-NLP-BERT
564,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,41,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_keras.py,privacy,Privacy,aws-ds-NLP-BERT
565,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,46,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_keras.py,privacy,Privacy,aws-ds-NLP-BERT
566,tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,102,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_keras.py,privacy,Privacy,aws-ds-NLP-BERT
567,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,59,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_tpu.py,privacy,Privacy,aws-ds-NLP-BERT
568,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,143,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_tpu.py,privacy,Privacy,aws-ds-NLP-BERT
569,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,46,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_vectorized.py,privacy,Privacy,aws-ds-NLP-BERT
570,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,51,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_vectorized.py,privacy,Privacy,aws-ds-NLP-BERT
572,tensorflow_privacy.privacy.optimizers.dp_optimizer_vectorized.VectorizedDPSGD,dp_optimizer_vectorized.VectorizedDPSGD,87,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_dpsgd_tutorial_vectorized.py,privacy,Privacy,aws-ds-NLP-BERT
574,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,66,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_lr_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
575,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,159,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_lr_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
576,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,164,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_lr_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
577,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,166,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\mnist_lr_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
580,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,dp_optimizer.DPAdamGaussianOptimizer,87,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\movielens_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
581,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_eps_poisson,compute_eps_poisson,198,aws-ds-NLP-BERT\07_train\wip\privacy\tutorials\movielens_tutorial.py,privacy,Privacy,aws-ds-NLP-BERT
